   1.7320508e+00   1.7320508e+00   1.7320508e+00
   1.9802776e+00   1.8692063e+00   1.7362871e+00
   1.7436054e+00   1.6372786e+00   1.7144962e+00
   1.1176217e+00   1.2470361e+00   1.6921308e+00
   2.2569127e-01   6.6321270e-01   1.6691380e+00
  -7.5980759e-01  -2.9545889e-01   1.6454581e+00
  -1.5748018e+00  -1.5433242e+00   1.6210190e+00
  -1.9683516e+00  -2.0119934e+00   1.5957357e+00
  -1.8610088e+00  -1.8698965e+00   1.5695078e+00
  -1.3314676e+00  -1.5510342e+00   1.5422089e+00
  -4.9822042e-01  -1.1011001e+00   1.5136854e+00
   4.8589421e-01  -4.1902308e-01   1.4837400e+00
   1.3812709e+00   6.9883894e-01   1.4521209e+00
   1.9118703e+00   1.8061636e+00   1.4184805e+00
   1.9432957e+00   1.9945496e+00   1.3823456e+00
   1.5220484e+00   1.7745370e+00   1.3430129e+00
   7.6111776e-01   1.4155552e+00   1.2993825e+00
  -2.0183130e-01   9.0540167e-01   1.2495590e+00
  -1.1541142e+00   9.7961359e-02   1.1897087e+00
  -1.8124159e+00  -1.1470288e+00   1.1098488e+00
  -1.9882175e+00  -1.9580912e+00   9.6249992e-01
  -1.6848546e+00  -1.9428895e+00  -1.9901002e+00
  -1.0075300e+00  -1.6672274e+00  -1.9935524e+00
  -8.3574563e-02  -1.2655140e+00  -1.9766842e+00
   9.0075400e-01  -6.7857470e-01  -1.9595700e+00
   1.6711144e+00   2.8172736e-01  -1.9421971e+00
   1.9927136e+00   1.5388776e+00  -1.9245544e+00
   1.8168871e+00   2.0084345e+00  -1.9066255e+00
   1.2336739e+00   1.8653077e+00  -1.8883962e+00
   3.6417024e-01   1.5454953e+00  -1.8698483e+00
  -6.2849302e-01   1.0934063e+00  -1.8509648e+00
  -1.4908214e+00   4.0765943e-01  -1.8317234e+00
  -1.9549424e+00  -7.1540009e-01  -1.8121022e+00
  -1.9153344e+00  -1.8170809e+00  -1.7920755e+00
  -1.4363700e+00  -2.0006833e+00  -1.7716146e+00
  -6.3451767e-01  -1.7790966e+00  -1.7506879e+00
   3.4538721e-01  -1.4204299e+00  -1.7292591e+00
   1.2761557e+00  -9.1170801e-01  -1.7072865e+00
   1.8743437e+00  -1.0952612e-01  -1.6847229e+00
   1.9775793e+00   1.1340408e+00  -1.6615131e+00
   1.6125955e+00   1.9591430e+00  -1.6375956e+00
   8.8994393e-01   1.9496740e+00  -1.6128920e+00
  -5.8420351e-02   1.6759140e+00  -1.5873132e+00
  -1.0327907e+00   1.2766014e+00  -1.5607521e+00
  -1.7515423e+00   6.9572470e-01  -1.5330734e+00
  -2.0009156e+00  -2.5167580e-01  -1.5041114e+00
  -1.7594521e+00  -1.5135180e+00  -1.4736548e+00
  -1.1265205e+00  -2.0149913e+00  -1.4414185e+00
  -2.2610360e-01  -1.8820971e+00  -1.4070285e+00
   7.6743201e-01  -1.5675696e+00  -1.3699442e+00
   1.5884936e+00  -1.1239499e+00  -1.3293604e+00
   1.9829835e+00  -4.5591503e-01  -1.2839842e+00
   1.8741441e+00   6.4168614e-01  -1.2314709e+00
   1.3410141e+00   1.7777000e+00  -1.1667963e+00
   5.0257731e-01   1.9988729e+00  -1.0749015e+00
  -4.8778305e-01   1.7875110e+00  -8.4591956e-01
  -1.3890340e+00   1.4338252e+00   2.0061936e+00
  -1.9226026e+00   9.3203071e-01   1.9895059e+00
  -1.9539806e+00   1.4377390e-01   1.9725798e+00
  -1.5304550e+00  -1.0903479e+00   1.9554040e+00
  -7.6610575e-01  -1.9483711e+00   1.9379682e+00
   2.0130002e-01  -1.9554820e+00   1.9202567e+00
   1.1582610e+00  -1.6864663e+00   1.9022573e+00
   1.8197751e+00  -1.2914193e+00   1.8839526e+00
   1.9962932e+00  -7.1840324e-01   1.8653251e+00
